nama_alat,periode,availability,utilisation,mtbf,mttrc,mttrp,accident,available_time,breakdown_duration,total_breakdown,number_of_breakdowns,breakdown_frequency,avail_t1,avail_t2,avail_t3,mtbf_t1,mtbf_t2,mtbf_t3,mttrp_t1,mttrp_t2,mttrp_t3,num_bd_t1,num_bd_t2,num_bd_t3,breakdown_frequency_t1,breakdown_frequency_t2,breakdown_frequency_t3,availability_score,mtbf_score,mttrp_score,base_health_score,target_health_score
QCC-0001,2024-10,0.99,0.28,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,1.0,0.99,0.99,150.5,79.5,0.0,1.0,1.01,0.0,1.0,2.0,0,1.0,2.0,0,100.0,100.0,100.0,100.0,99.99
QCC-0001,2024-11,1.0,0.32,229.5,0.3,0.67,0.0,720.0,0.3,0.67,1,1,0.99,0.99,1.0,79.5,0.0,229.5,1.01,0.0,0.67,2.0,0.0,1,2.0,0.0,1,100.0,100.0,99.90694444444445,99.99069444444444,100.0
QCC-0001,2024-12,1.0,0.29,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,0.99,1.0,1.0,0.0,229.5,0.0,0.0,0.67,0.0,0.0,1.0,0,0.0,1.0,0,100.0,100.0,100.0,100.0,77.48
QCC-0001,2025-01,0.98,0.34,64.12,0.54,1.75,0.0,744.0,2.17,7.0,4,4,1.0,1.0,0.98,229.5,0.0,64.12,0.67,0.0,1.75,1.0,0.0,4,1.0,0.0,4,100.0,25.0,99.76478494623656,77.47647849462365,99.97
QCC-0001,2025-02,0.99,0.39,259.0,0.67,2.0,0.0,672.0,0.67,2.0,1,1,1.0,0.98,0.99,0.0,64.12,259.0,0.0,1.75,2.0,0.0,4.0,1,0.0,4.0,1,100.0,100.0,99.70238095238095,99.9702380952381,100.0
QCC-0001,2025-03,0.99,0.38,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,0.98,0.99,0.99,64.12,259.0,0.0,1.75,2.0,0.0,4.0,1.0,0,4.0,1.0,0,100.0,100.0,100.0,100.0,99.99
QCC-0001,2025-04,1.0,0.31,224.0,0.25,0.5,0.0,720.0,0.25,0.5,1,1,0.99,0.99,1.0,259.0,0.0,224.0,2.0,0.0,0.5,1.0,0.0,1,1.0,0.0,1,100.0,100.0,99.93055555555556,99.99305555555556,99.97
QCC-0001,2025-05,0.98,0.27,202.5,0.83,2.5,0.0,744.0,0.83,2.5,1,1,0.99,1.0,0.98,0.0,224.0,202.5,0.0,0.5,2.5,0.0,1.0,1,0.0,1.0,1,100.0,100.0,99.66397849462365,99.96639784946237,99.94
QCC-0001,2025-06,0.99,0.34,245.5,1.5,4.5,0.0,720.0,1.5,4.5,1,1,1.0,0.98,0.99,224.0,202.5,245.5,0.5,2.5,4.5,1.0,1.0,1,1.0,1.0,1,100.0,100.0,99.375,99.9375,79.96
QCC-0001,2025-07,0.97,0.35,87.5,0.93,2.78,0.0,744.0,2.78,8.33,3,3,0.98,0.99,0.97,202.5,245.5,87.5,2.5,4.5,2.78,1.0,1.0,3,1.0,1.0,3,100.0,33.333333333333336,99.6263440860215,79.96263440860216,74.26
QCC-0001,2025-08,0.93,0.35,36.79,0.73,2.18,0.0,744.0,5.08,15.25,7,7,0.99,0.97,0.93,245.5,87.5,36.79,4.5,2.78,2.18,1.0,3.0,7,1.0,3.0,7,100.0,14.285714285714286,99.70698924731182,74.25641321044547,84.95
QCC-0001,2025-09,0.98,0.5,180.5,1.15,3.46,0.0,720.0,2.31,6.92,2,2,0.97,0.93,0.98,87.5,36.79,180.5,2.78,2.18,3.46,3.0,7.0,2,3.0,7.0,2,100.0,50.0,99.51944444444445,84.95194444444445,59.02
QCC-0001,2025-10,0.27,0.16,119.0,0.94,2.83,543.0,744.0,0.94,2.83,1,1,0.93,0.98,0.27,36.79,180.5,119.0,2.18,3.46,2.83,7.0,2.0,1,7.0,2.0,1,31.76470588235294,100.0,99.61962365591398,59.02078589500316,40.0
QCC-0001,2025-11,0.0,0.0,0.0,0.0,0.0,720.0,720.0,0.0,0.0,0,0,0.98,0.27,0.0,180.5,119.0,0.0,3.46,2.83,0.0,2.0,1.0,0,2.0,1.0,0,0.0,100.0,100.0,40.0,40.0
QCC-0001,2025-12,0.0,0.0,0.0,0.0,0.0,744.0,744.0,0.0,0.0,0,0,0.27,0.0,0.0,119.0,0.0,0.0,2.83,0.0,0.0,1.0,0.0,0,1.0,0.0,0,0.0,100.0,100.0,40.0,40.0
QCC-0001,2026-01,0.0,0.0,0.0,0.0,0.0,744.0,744.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,100.0,100.0,40.0,40.0
QCC-0001,2026-02,0.0,0.0,0.0,0.0,0.0,672.0,672.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,100.0,100.0,40.0,40.0
QCC-0001,2026-03,0.0,0.0,0.0,0.0,0.0,744.0,744.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,100.0,100.0,40.0,40.0
QCC-0002,2024-03,0.99,0.35,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,0.99,0.98,0.99,194.0,155.5,0.0,1.83,3.5,0.0,1.0,1.0,0,1.0,1.0,0,100.0,100.0,100.0,100.0,99.73
QCC-0002,2024-04,0.96,0.28,198.5,1.0,19.33,0.0,720.0,1.0,19.33,1,1,0.98,0.99,0.96,155.5,0.0,198.5,3.5,0.0,19.33,1.0,0.0,1,1.0,0.0,1,100.0,100.0,97.31527777777778,99.73152777777779,84.99
QCC-0002,2024-05,1.0,0.33,122.0,0.14,0.5,0.0,744.0,0.28,1.0,2,2,0.99,0.96,1.0,0.0,198.5,122.0,0.0,19.33,0.5,0.0,1.0,2,0.0,1.0,2,100.0,50.0,99.93279569892472,84.99327956989248,99.94
QCC-0002,2024-06,0.98,0.28,204.5,1.0,4.0,0.0,720.0,1.0,4.0,1,0,0.96,1.0,0.98,198.5,122.0,204.5,19.33,0.5,4.0,1.0,2.0,1,1.0,2.0,0,100.0,100.0,99.44444444444444,99.94444444444444,84.98
QCC-0002,2024-07,0.93,0.32,117.25,0.42,1.5,35.37,744.0,0.83,3.0,2,2,1.0,0.98,0.93,122.0,204.5,117.25,0.5,4.0,1.5,2.0,1.0,2,2.0,0.0,2,100.0,50.0,99.79838709677419,84.97983870967742,100.0
QCC-0002,2024-08,0.99,0.28,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,0.98,0.93,0.99,204.5,117.25,0.0,4.0,1.5,0.0,1.0,2.0,0,0.0,2.0,0,100.0,100.0,100.0,100.0,99.99
QCC-0002,2024-09,1.0,0.28,200.0,0.2,0.5,1.0,720.0,0.2,0.5,1,1,0.93,0.99,1.0,117.25,0.0,200.0,1.5,0.0,0.5,2.0,0.0,1,2.0,0.0,1,100.0,100.0,99.93055555555556,99.99305555555556,84.96
QCC-0002,2024-10,0.99,0.29,109.0,0.57,2.83,0.0,744.0,1.14,5.67,2,2,0.99,1.0,0.99,0.0,200.0,109.0,0.0,0.5,2.83,0.0,1.0,2,0.0,1.0,2,100.0,50.0,99.61962365591398,84.9619623655914,99.9
QCC-0002,2024-11,0.98,0.33,239.0,2.33,7.0,0.0,720.0,2.33,7.0,1,1,1.0,0.99,0.98,200.0,109.0,239.0,0.5,2.83,7.0,1.0,2.0,1,1.0,2.0,1,100.0,100.0,99.02777777777779,99.90277777777777,72.15
QCC-0002,2024-12,0.75,0.21,53.17,1.67,58.89,0.0,744.0,5.0,176.67,3,3,0.99,0.98,0.75,109.0,239.0,53.17,2.83,7.0,58.89,2.0,1.0,3,2.0,1.0,3,88.23529411764706,33.333333333333336,92.08467741935485,72.14964421252371,77.38
QCC-0002,2025-01,0.93,0.33,61.25,0.75,9.25,0.0,744.0,3.0,37.0,4,4,0.98,0.75,0.93,239.0,53.17,61.25,7.0,58.89,9.25,1.0,3.0,4,1.0,3.0,4,100.0,25.0,98.75672043010752,77.37567204301075,71.42
QCC-0002,2025-02,0.68,0.29,98.75,0.5,106.5,0.0,672.0,1.0,213.0,2,2,0.75,0.93,0.68,53.17,61.25,98.75,58.89,9.25,106.5,3.0,4.0,2,3.0,4.0,2,80.0,50.0,84.15178571428572,71.41517857142857,84.98
QCC-0002,2025-03,0.99,0.39,145.5,0.5,1.5,0.0,744.0,1.0,3.0,2,2,0.93,0.68,0.99,61.25,98.75,145.5,9.25,106.5,1.5,4.0,2.0,2,4.0,2.0,2,100.0,50.0,99.79838709677419,84.97983870967742,77.45
QCC-0002,2025-04,0.97,0.31,56.5,0.38,3.9,0.0,720.0,1.53,15.58,4,4,0.68,0.99,0.97,98.75,145.5,56.5,106.5,1.5,3.9,2.0,2.0,4,2.0,2.0,4,100.0,25.0,99.45833333333334,77.44583333333334,79.94
QCC-0002,2025-05,0.91,0.27,67.83,1.44,4.33,0.0,744.0,4.33,13.0,3,3,0.99,0.97,0.91,145.5,56.5,67.83,1.5,3.9,4.33,2.0,4.0,3,2.0,4.0,3,100.0,33.333333333333336,99.41801075268816,79.94180107526881,100.0
QCC-0002,2025-06,0.98,0.36,0.0,0.0,0.0,0.0,720.0,0.17,0.0,0,0,0.97,0.91,0.98,56.5,67.83,0.0,3.9,4.33,0.0,4.0,3.0,0,4.0,3.0,0,100.0,100.0,100.0,100.0,100.0
QCC-0002,2025-07,0.97,0.39,289.0,0.11,0.33,0.0,744.0,0.11,0.33,1,1,0.91,0.98,0.97,67.83,0.0,289.0,4.33,0.0,0.33,3.0,0.0,1,3.0,0.0,1,100.0,100.0,99.95564516129032,99.99556451612904,74.94
QCC-0002,2025-08,0.91,0.35,43.25,1.4,4.21,17.33,744.0,8.42,25.25,6,6,0.98,0.97,0.91,0.0,289.0,43.25,0.0,0.33,4.21,0.0,1.0,6,0.0,1.0,6,100.0,16.666666666666668,99.43413978494624,74.94341397849462,74.97
QCC-0002,2025-09,0.94,0.48,57.08,0.66,1.99,0.0,720.0,3.97,11.92,6,6,0.97,0.91,0.94,289.0,43.25,57.08,0.33,4.21,1.99,1.0,6.0,6,1.0,6.0,6,100.0,16.666666666666668,99.72361111111111,74.97236111111111,74.19
QCC-0002,2025-10,0.91,0.53,56.24,2.06,6.9,0.0,744.0,14.44,48.33,7,7,0.91,0.94,0.91,43.25,57.08,56.24,4.21,1.99,6.9,6.0,6.0,7,6.0,6.0,7,100.0,14.285714285714286,99.0725806451613,74.19297235023042,56.0
QCC-0002,2025-11,0.53,0.15,36.67,0.63,101.56,0.0,720.0,1.89,304.67,3,3,0.94,0.91,0.53,57.08,56.24,36.67,1.99,6.9,101.56,6.0,7.0,3,6.0,7.0,3,62.35294117647059,33.333333333333336,85.89444444444445,56.001209150326794,84.91
QCC-0002,2025-12,0.97,0.39,145.0,1.0,7.0,0.0,744.0,2.0,14.0,2,0,0.91,0.53,0.97,56.24,36.67,145.0,6.9,101.56,7.0,7.0,3.0,2,7.0,3.0,0,100.0,50.0,99.05913978494624,84.90591397849462,79.83
QCC-0002,2026-01,0.94,0.45,111.33,0.0,12.85,0.0,744.0,0.0,38.55,3,0,0.53,0.97,0.94,36.67,145.0,111.33,101.56,7.0,12.85,3.0,2.0,3,3.0,0.0,0,100.0,33.333333333333336,98.2728494623656,79.82728494623656,79.98
QCC-0002,2026-02,0.99,0.44,99.33,0.67,1.04,0.0,672.0,2.0,3.13,3,0,0.97,0.94,0.99,145.0,111.33,99.33,7.0,12.85,1.04,2.0,3.0,3,0.0,0.0,0,100.0,33.333333333333336,99.8452380952381,79.98452380952381,77.47
QCC-0002,2026-03,0.98,0.43,80.75,1.0,2.15,0.0,744.0,4.0,8.58,4,0,0.94,0.99,0.98,111.33,99.33,80.75,12.85,1.04,2.15,3.0,3.0,4,0.0,0.0,0,100.0,25.0,99.71102150537634,77.47110215053763,84.99
QCC-0003,2024-03,0.96,0.37,138.75,1.5,13.88,0.0,744.0,3.0,27.75,2,2,0.99,0.99,0.96,137.0,217.5,138.75,4.17,1.0,13.88,2.0,1.0,2,2.0,1.0,2,100.0,50.0,98.13440860215053,84.81344086021505,79.95
QCC-0003,2024-04,0.97,0.37,88.83,0.5,3.44,0.0,720.0,1.5,10.32,3,3,0.99,0.96,0.97,217.5,138.75,88.83,1.0,13.88,3.44,1.0,2.0,3,1.0,2.0,3,100.0,33.333333333333336,99.52222222222223,79.95222222222222,100.0
QCC-0003,2024-05,1.0,0.4,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,0.96,0.97,1.0,138.75,88.83,0.0,13.88,3.44,0.0,2.0,3.0,0,2.0,3.0,0,100.0,100.0,100.0,100.0,100.0
QCC-0003,2024-06,0.99,0.33,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0,0,0.97,1.0,0.99,88.83,0.0,0.0,3.44,0.0,0.0,3.0,0.0,0,3.0,0.0,0,100.0,100.0,100.0,100.0,79.88
QCC-0003,2024-07,0.95,0.4,99.17,0.72,9.18,0.0,744.0,2.17,27.55,3,3,1.0,0.99,0.95,0.0,0.0,99.17,0.0,0.0,9.18,0.0,0.0,3,0.0,0.0,3,100.0,33.333333333333336,98.76612903225806,79.8766129032258,100.0
QCC-0003,2024-08,0.99,0.38,280.0,0.06,0.33,0.0,744.0,0.06,0.33,1,1,0.99,0.95,0.99,0.0,99.17,280.0,0.0,9.18,0.33,0.0,3.0,1,0.0,3.0,1,100.0,100.0,99.95564516129032,99.99556451612904,99.94
QCC-0003,2024-09,0.96,0.38,275.0,1.5,4.0,0.0,720.0,1.5,4.0,1,1,0.95,0.99,0.96,99.17,280.0,275.0,9.18,0.33,4.0,3.0,1.0,1,3.0,1.0,1,100.0,100.0,99.44444444444444,99.94444444444444,100.0
QCC-0003,2024-10,1.0,0.37,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,0.99,0.96,1.0,280.0,275.0,0.0,0.33,4.0,0.0,1.0,1.0,0,1.0,1.0,0,100.0,100.0,100.0,100.0,79.97
QCC-0003,2024-11,0.98,0.51,122.17,0.65,2.26,0.0,720.0,1.96,6.77,3,3,0.96,1.0,0.98,275.0,0.0,122.17,4.0,0.0,2.26,1.0,0.0,3,1.0,0.0,3,100.0,33.333333333333336,99.6861111111111,79.96861111111112,99.98
QCC-0003,2024-12,0.99,0.49,361.5,0.56,1.67,0.0,744.0,0.56,1.67,1,1,1.0,0.98,0.99,0.0,122.17,361.5,0.0,2.26,1.67,0.0,3.0,1,0.0,3.0,1,100.0,100.0,99.77553763440861,99.97755376344087,84.99
QCC-0003,2025-01,0.91,0.42,157.5,0.25,0.75,0.0,744.0,0.5,1.5,2,2,0.98,0.99,0.91,122.17,361.5,157.5,2.26,1.67,0.75,3.0,1.0,2,3.0,1.0,2,100.0,50.0,99.8991935483871,84.98991935483872,100.0
QCC-0003,2025-02,0.99,0.55,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0,0,0.99,0.91,0.99,361.5,157.5,0.0,1.67,0.75,0.0,1.0,2.0,0,1.0,2.0,0,100.0,100.0,100.0,100.0,84.59
QCC-0003,2025-03,0.92,0.45,165.75,3.25,30.75,0.0,744.0,6.5,61.5,2,2,0.91,0.99,0.92,157.5,0.0,165.75,0.75,0.0,30.75,2.0,0.0,2,2.0,0.0,2,100.0,50.0,95.86693548387096,84.5866935483871,88.69
QCC-0003,2025-04,0.69,0.26,187.0,0.33,1.0,0.0,720.0,0.33,1.0,1,1,0.99,0.92,0.69,0.0,165.75,187.0,0.0,30.75,1.0,0.0,2.0,1,0.0,2.0,1,81.17647058823529,100.0,99.86111111111111,88.69199346405229,74.93
QCC-0003,2025-05,0.95,0.39,47.75,1.06,5.35,0.0,744.0,6.37,32.1,6,6,0.92,0.69,0.95,165.75,187.0,47.75,30.75,1.0,5.35,2.0,1.0,6,2.0,1.0,6,100.0,16.666666666666668,99.28091397849462,74.92809139784947,100.0
QCC-0003,2025-06,0.89,0.34,0.0,0.0,0.0,0.0,720.0,0.83,0.0,0,0,0.69,0.95,0.89,187.0,47.75,0.0,1.0,5.35,0.0,1.0,6.0,0,1.0,6.0,0,100.0,100.0,100.0,100.0,99.98
QCC-0003,2025-07,0.99,0.45,332.0,0.54,1.62,0.0,744.0,0.54,1.62,1,1,0.95,0.89,0.99,47.75,0.0,332.0,5.35,0.0,1.62,6.0,0.0,1,6.0,0.0,1,100.0,100.0,99.78225806451613,99.97822580645162,84.98
QCC-0003,2025-08,0.99,0.49,183.25,0.49,1.48,0.0,744.0,0.98,2.95,2,2,0.89,0.99,0.99,0.0,332.0,183.25,0.0,1.62,1.48,0.0,1.0,2,0.0,1.0,2,100.0,50.0,99.80107526881721,84.98010752688172,75.95
QCC-0003,2025-09,0.97,0.54,77.8,1.11,3.32,0.0,720.0,5.53,16.58,5,5,0.99,0.99,0.97,332.0,183.25,77.8,1.62,1.48,3.32,1.0,2.0,5,1.0,2.0,5,100.0,20.0,99.53888888888889,75.95388888888888,74.26
QCC-0003,2025-10,0.98,0.67,71.21,0.58,1.73,0.0,744.0,4.03,12.08,7,7,0.99,0.97,0.98,183.25,77.8,71.21,1.48,3.32,1.73,2.0,5.0,7,2.0,5.0,7,100.0,14.285714285714286,99.76747311827957,74.26246159754226,75.98
QCC-0003,2025-11,0.93,0.52,74.9,0.49,1.47,0.0,720.0,2.44,7.33,5,5,0.97,0.98,0.93,77.8,71.21,74.9,3.32,1.73,1.47,5.0,7.0,5,5.0,7.0,5,100.0,20.0,99.79583333333333,75.97958333333334,75.9
QCC-0003,2025-12,0.94,0.53,78.8,1.0,7.54,0.0,744.0,5.0,37.7,5,0,0.98,0.93,0.94,71.21,74.9,78.8,1.73,1.47,7.54,7.0,5.0,5,7.0,5.0,0,100.0,20.0,98.98655913978494,75.8986559139785,77.48
QCC-0003,2026-01,0.99,0.44,81.0,0.0,1.47,0.0,744.0,0.0,5.88,4,0,0.93,0.94,0.99,74.9,78.8,81.0,1.47,7.54,1.47,5.0,5.0,4,5.0,0.0,0,100.0,25.0,99.80241935483872,77.48024193548387,75.97
QCC-0003,2026-02,0.98,0.56,74.6,0.4,1.78,0.0,672.0,2.0,8.89,5,0,0.94,0.99,0.98,78.8,81.0,74.6,7.54,1.47,1.78,5.0,4.0,5,0.0,0.0,0,100.0,20.0,99.73511904761905,75.9735119047619,79.98
QCC-0003,2026-03,0.99,0.5,124.67,1.0,1.49,0.0,744.0,3.0,4.47,3,0,0.99,0.98,0.99,81.0,74.6,124.67,1.47,1.78,1.49,4.0,5.0,3,0.0,0.0,0,100.0,33.333333333333336,99.79973118279571,79.97997311827957,73.71
QCC-0004,2024-03,0.94,0.41,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0,0,1.0,0.99,0.94,95.35,0.0,0.0,0.56,0.0,0.0,3.0,0.0,0,3.0,0.0,0,100.0,100.0,100.0,100.0,100.0
